obs,sdf_2020_f,unrest,pop,male,v_age,income,region,sdf_2016_f,sdf_2024_f
No,55.75531462,0,16916,0.526008678,73,3,West,69.36578892,56.77531462
No,43.82906361,0,15060,0.533200499,61,4,West,52.90694915,44.84906361
No,76.26134839,0,733,0.518045962,62,4,Eastern Islands,52.24630904,77.28134839
No,59.89409844,1,9766,0.494946729,63,4,Northern Rim,67.81966138,60.91409844
No,57.88925593,0,17135,0.519234169,51,2,West,53.98967263,58.90925593
No,42.56684306,0,4943,0.504538835,78,4,Northern Rim,49.82697099,43.58684306
No,58.71507927,1,6747,0.48224063,25,4,Northern Rim,61.58045223,59.73507927
No,54.90040071,0,17522,0.482356143,38,4,Northern Rim,54.84497612,55.92040071
No,51.64406334,0,15168,0.494690412,47,3,West,63.45500325,52.66406334
No,50.04069778,0,13046,0.481036981,24,3,Eastern Islands,56.28264121,51.06069778
No,54.43220188,0,13836,0.522897037,73,3,Eastern Islands,58.2894817,55.45220188
No,53.9108685,1,13477,0.524026178,52,3,Eastern Islands,53.74733068,54.9308685
No,50.70140064,0,7081,0.52899228,43,2,Northern Rim,47.13389652,51.72140064
No,41.38761296,0,5514,0.500891569,38,3,West,53.97754196,42.40761296
No,55.40418883,0,5323,0.543344886,35,4,Northern Rim,46.48949418,56.42418883
No,34.22511508,1,16654,0.501782957,41,4,West,59.64788546,35.24511508
No,63.54738178,0,10306,0.558318685,34,3,Eastern Islands,56.57901839,64.56738178
No,57.18666147,0,12416,0.52002249,20,4,West,52.24427696,58.20666147
No,44.14272366,0,15726,0.538092905,18,5,Northern Rim,56.43684956,45.16272366
No,33.00158065,0,543,0.464971208,24,5,West,57.95360441,34.02158065
No,68.1218498,0,16325,0.497854285,22,4,Eastern Islands,62.56427837,69.1418498
No,55.58101103,0,10499,0.505972112,29,4,West,62.47073662,56.60101103
No,62.42286291,0,13577,0.48147206,69,4,West,59.27152563,63.44286291
No,64.10073284,0,12192,0.513708469,26,4,West,51.26725989,65.12073284
No,58.61497469,0,8917,0.516238897,28,4,West,54.42163179,59.63497469
No,48.12075593,0,5611,0.538568903,52,4,Eastern Islands,69.78785684,49.14075593
No,66.86677761,1,16767,0.475599643,47,3,Eastern Islands,72.69594403,67.88677761
No,52.40211314,0,10491,0.551984474,50,4,Eastern Islands,59.47579268,53.42211314
No,60.8030282,0,8407,0.553874321,41,4,West,54.36981292,61.8230282
No,39.22899833,0,5790,0.50909774,44,4,Northern Rim,50.06344143,40.24899833
No,55.11497686,0,100,0.527326437,56,2,West,69.20413232,56.13497686
No,43.49247187,0,10997,0.524466929,49,4,West,51.70721967,44.51247187
No,49.91305519,0,18507,0.478029091,18,4,Eastern Islands,57.42542093,50.93305519
No,56.2456765,0,6105,0.532651057,42,4,West,68.9830792,57.2656765
No,51.13472461,0,9387,0.527136132,32,5,West,52.95465373,52.15472461
No,45.90100216,0,16202,0.503521962,22,3,Northern Rim,61.12356315,46.92100216
No,47.1708589,0,8468,0.476792166,29,4,Eastern Islands,61.072046,48.1908589
No,54.86403053,0,10907,0.508473524,18,3,Northern Rim,78.68291437,55.88403053
No,62.42613413,0,5263,0.518183781,74,4,Eastern Islands,49.19830306,63.44613413
No,53.04593118,0,2753,0.481283804,48,4,West,67.9252453,54.06593118
No,49.12893597,0,9579,0.485924172,43,4,West,48.98060532,50.14893597
No,55.04215309,0,15399,0.485440216,50,5,West,41.60285913,56.06215309
No,44.48586441,0,4671,0.534910652,36,4,Eastern Islands,57.54571845,45.50586441
No,50.57835734,0,4008,0.506459702,51,4,West,62.54293427,51.59835734
No,43.01295572,0,13197,0.507309418,34,3,West,64.86797341,44.03295572
No,58.06222287,0,12417,0.528739667,76,4,Eastern Islands,53.71316376,59.08222287
No,58.88668477,0,10956,0.53838668,35,3,Eastern Islands,59.13209565,59.90668477
No,44.31933853,0,10651,0.505540282,52,4,West,58.90458142,45.33933853
No,49.2819021,1,3633,0.551656376,30,4,West,60.47188304,50.3019021
No,42.89794607,0,9308,0.486870269,33,3,Eastern Islands,52.20512113,43.91794607
No,59.99693933,0,10691,0.488105765,26,4,Northern Rim,58.50127691,61.01693933
No,56.31376554,0,10691,0.496847598,46,4,Northern Rim,56.95122343,57.33376554
No,46.56835905,0,9869,0.505377439,70,3,West,55.45900789,47.58835905
No,67.43867913,0,15956,0.526223289,25,3,West,62.2454183,68.45867913
No,42.51060354,0,6153,0.525406673,26,3,Eastern Islands,63.14363633,43.53060354
No,40.67119838,0,9016,0.503485624,69,3,Northern Rim,50.1257544,41.69119838
No,66.04869058,0,4792,0.526254855,18,4,Eastern Islands,46.13131638,67.06869058
No,44.46483973,0,3974,0.525703262,54,3,Eastern Islands,45.98657577,45.48483973
No,37.1255391,0,5609,0.512033879,31,4,Northern Rim,44.31275716,38.1455391
No,53.41329212,0,9762,0.512213395,29,1,West,63.13459369,54.43329212
No,55.00118826,0,10220,0.532899196,37,5,West,49.82495376,56.02118826
No,57.19062537,0,6679,0.534511958,42,2,West,48.58283324,58.21062537
No,42.7192725,0,13562,0.471217796,26,5,Northern Rim,54.89381206,43.7392725
No,69.40143235,0,8682,0.527165342,59,5,Eastern Islands,60.56306228,70.42143235
No,42.55662113,0,2515,0.523892159,33,5,West,47.57370081,43.57662113
No,36.98825505,0,11650,0.49584396,38,3,Northern Rim,57.01742888,38.00825505
No,64.17827712,0,13503,0.53636915,18,4,Northern Rim,69.01263269,65.19827712
No,46.25144695,0,8226,0.511601774,34,4,Eastern Islands,63.89697065,47.27144695
No,51.12464187,0,18038,0.497378662,53,3,Northern Rim,56.37328838,52.14464187
No,56.37927907,0,20578,0.481442649,45,5,Eastern Islands,50.25979766,57.39927907
No,51.28428304,0,6509,0.490345203,51,3,West,58.55305836,52.30428304
No,53.68678885,0,16270,0.483124016,31,4,West,57.30294872,54.70678885
No,41.71433879,0,15960,0.499537438,35,3,Northern Rim,64.31247838,42.73433879
No,50.15775757,0,11417,0.509047734,60,3,Northern Rim,61.20108067,51.17775757
No,44.12773142,0,2991,0.523455361,35,3,Northern Rim,50.39042726,45.14773142
No,43.71067562,0,8564,0.468182076,43,5,Northern Rim,49.5164941,44.73067562
No,45.85007219,0,12234,0.561034056,38,5,West,51.27748631,46.87007219
No,47.01676243,0,13150,0.534861541,37,5,West,61.0428097,48.03676243
No,49.97815756,1,10124,0.485279516,43,3,Eastern Islands,55.18224459,50.99815756
No,53.93428185,0,13433,0.534737328,44,5,Northern Rim,67.0062294,54.95428185
No,48.66603692,0,11374,0.53091074,53,4,West,60.54330997,49.68603692
No,46.78986825,0,10901,0.524072721,21,4,West,54.4951001,47.80986825
No,55.26186358,0,15895,0.520672406,24,3,West,52.01790361,56.28186358
No,47.82922718,1,16513,0.478063764,23,5,West,65.2026249,48.84922718
No,62.98399301,0,7265,0.500717393,26,2,West,76.3110075,64.00399301
No,44.86444421,0,14274,0.48835707,51,5,West,59.14494479,45.88444421
No,65.68122912,0,4482,0.502423882,51,5,West,67.65984994,66.70122912
No,54.0436508,0,9841,0.497021994,48,5,West,52.99754404,55.0636508
No,57.39980186,0,7856,0.529703122,49,2,West,57.72784289,58.41980186
No,59.47954969,0,14303,0.497926422,40,4,Eastern Islands,61.11686215,60.49954969
No,43.46059924,0,12824,0.516517209,27,2,West,48.46577608,44.48059924
No,53.80008844,0,7339,0.482155696,38,3,Northern Rim,69.60637481,54.82008844
No,45.34562314,0,3897,0.510148114,49,4,Eastern Islands,67.22077577,46.36562314
No,48.39083094,0,13435,0.498365548,59,3,Eastern Islands,60.05625711,49.41083094
No,46.04360604,0,19267,0.531852209,22,3,Northern Rim,54.0892704,47.06360604
No,44.39526059,1,1665,0.499962518,30,5,Northern Rim,63.41351721,45.41526059
No,55.69074638,0,7714,0.499278356,18,5,Northern Rim,65.86099738,56.71074638
No,60.58975662,0,6513,0.506923286,51,3,Northern Rim,61.20899448,61.60975662
No,39.69302938,0,12078,0.542932213,31,5,Eastern Islands,52.73871797,40.71302938
No,58.00081948,0,14662,0.54535769,47,4,West,48.00882381,59.02081948
No,57.46426889,0,5068,0.509986149,31,3,West,45.39749411,58.48426889
No,65.10791623,0,21503,0.513622628,64,4,Eastern Islands,50.25641082,66.12791623
No,53.95324439,0,10279,0.483386262,42,4,West,52.24843616,54.97324439
No,45.65970131,0,13734,0.493525446,73,5,Northern Rim,48.8504005,46.67970131
No,34.74283602,1,6618,0.500948813,23,4,West,55.56355689,35.76283602
No,50.90764362,0,13722,0.526969315,44,4,Northern Rim,63.44941983,51.92764362
No,38.47511139,0,12112,0.500940226,45,4,Northern Rim,62.36359139,39.49511139
No,63.28886412,0,13830,0.533540533,56,3,Eastern Islands,59.68547011,64.30886412
No,62.1758719,1,5604,0.491642433,50,2,West,46.4002967,63.1958719
No,64.02802762,1,11491,0.505088365,55,3,Northern Rim,56.33393661,65.04802762
No,44.80509106,0,12267,0.528300419,60,5,West,64.60557683,45.82509106
No,54.98898489,0,14334,0.535128552,38,4,West,58.68256429,56.00898489
No,47.37812191,0,6050,0.481549578,38,2,West,62.36632832,48.39812191
No,58.84995982,0,8646,0.525834033,42,3,Northern Rim,64.95419927,59.86995982
No,42.8915736,1,6836,0.510861482,26,3,Northern Rim,64.39387453,43.9115736
No,65.03876815,0,2967,0.520569407,54,4,Northern Rim,58.57023177,66.05876815
No,38.53368071,0,9004,0.516350358,28,4,Eastern Islands,59.39141665,39.55368071
No,46.72540986,0,11132,0.498350622,34,3,West,55.2792084,47.74540986
No,34.95862042,0,11586,0.513358071,47,4,Northern Rim,63.25227646,35.97862042
No,44.49756977,0,10172,0.486791445,45,4,Northern Rim,65.05151613,45.51756977
No,64.5571603,0,12050,0.545641543,44,3,Northern Rim,60.75810145,65.5771603
No,46.24886896,0,13609,0.50843369,56,1,Northern Rim,58.82466155,47.26886896
No,45.13621509,0,13290,0.50882633,55,3,West,65.05287074,46.15621509
No,51.67362784,0,10695,0.538278886,37,3,Northern Rim,55.59950707,52.69362784
No,31.9747384,0,13949,0.538006986,49,3,Eastern Islands,57.15803425,32.9947384
No,51.03694272,0,14470,0.498539086,32,4,Northern Rim,53.14728219,52.05694272
No,55.2474485,0,3650,0.505709992,64,3,Northern Rim,58.71285185,56.2674485
No,57.95300594,0,100,0.503069291,36,3,West,54.15246094,58.97300594
No,49.05753058,0,10315,0.528419853,46,3,Northern Rim,56.94652853,50.07753058
No,64.02256053,1,8196,0.516538621,53,3,Northern Rim,61.20049986,65.04256053
No,47.41893004,0,13234,0.50756511,37,4,Northern Rim,52.74851376,48.43893004
No,46.27121842,0,8726,0.48855448,70,4,Eastern Islands,61.87860598,47.29121842
No,65.23991707,0,14121,0.523941367,42,4,West,57.98980474,66.25991707
No,59.53728143,0,12984,0.523424439,55,4,Eastern Islands,63.21559202,60.55728143
No,62.18826228,0,13749,0.496288074,62,5,Northern Rim,56.05494872,63.20826228
No,46.70821488,0,15553,0.497045502,67,2,West,62.78091303,47.72821488
No,63.01279081,0,7755,0.521704922,19,4,Northern Rim,58.36759271,64.03279081
No,52.11991755,0,8044,0.525712117,52,3,West,63.50810214,53.13991755
No,49.01553494,1,12744,0.481737156,63,2,West,75.03211112,50.03553494
No,46.15996492,1,10566,0.522918922,31,4,Eastern Islands,62.01892065,47.17996492
No,43.77298462,0,13919,0.505533005,18,4,Eastern Islands,60.19722352,44.79298462
No,59.47450914,0,1999,0.510430947,34,3,West,52.66343853,60.49450914
No,57.00899769,0,19366,0.515148628,46,4,Northern Rim,55.44060687,58.02899769
No,67.2293209,0,6454,0.536539733,44,4,Eastern Islands,48.50185133,68.2493209
No,65.43747375,0,10733,0.51749578,35,3,Eastern Islands,71.53051012,66.45747375
No,41.81761221,0,4924,0.496743272,30,3,Northern Rim,53.55694131,42.83761221
No,63.17544096,0,13980,0.53505634,27,2,Northern Rim,34.34438521,64.19544096
No,52.47745328,0,4532,0.527001874,46,3,West,63.25096274,53.49745328
No,55.95474271,0,6097,0.517584969,33,3,Northern Rim,55.59582542,56.97474271
No,50.10427924,0,8761,0.507729389,18,5,West,49.99861553,51.12427924
No,51.37688301,1,15981,0.520500776,62,3,Northern Rim,49.92220459,52.39688301
No,36.03851161,0,13933,0.509384849,76,3,West,49.4397761,37.05851161
No,56.81387745,0,9863,0.487909146,63,3,West,48.05168582,57.83387745
No,48.04009961,0,10649,0.527837287,43,3,Northern Rim,57.3402223,49.06009961
No,53.58138764,0,4097,0.504975791,52,4,Northern Rim,62.04691696,54.60138764
No,62.33222258,0,22240,0.550865877,28,2,West,53.81175942,63.35222258
No,50.82091811,0,10372,0.520082991,71,4,West,66.53297422,51.84091811
No,49.3750643,0,11959,0.489470136,33,2,West,41.48446992,50.3950643
No,71.15867967,0,8866,0.544449814,40,4,West,46.9035972,72.17867967
No,62.89491443,0,5760,0.542129317,56,3,West,60.02965975,63.91491443
No,51.22125812,0,8516,0.5194785,42,3,Northern Rim,52.0374931,52.24125812
No,46.93866887,0,1802,0.491519243,46,3,Eastern Islands,55.83535596,47.95866887
No,48.31977941,0,10584,0.490987876,36,6,Eastern Islands,65.25957761,49.33977941
No,39.33788228,0,5541,0.528293214,46,3,West,65.40467047,40.35788228
No,58.89061646,0,8956,0.503697529,49,4,Eastern Islands,61.01239223,59.91061646
No,49.89043461,0,9025,0.487836958,50,2,Eastern Islands,55.23093432,50.91043461
No,50.48887403,0,2365,0.497362947,39,3,Northern Rim,54.10641236,51.50887403
No,57.39737364,0,8684,0.512284372,63,4,West,46.49588499,58.41737364
No,33.26588268,0,17086,0.518494353,46,3,Eastern Islands,56.24386181,34.28588268
No,71.727758,0,9971,0.517962716,49,5,West,56.06570953,72.747758
No,54.37140956,0,12306,0.486479588,30,3,West,68.54423658,55.39140956
No,38.95256356,0,5167,0.521981199,23,4,Eastern Islands,49.34399574,39.97256356
No,62.54057149,0,3511,0.513729102,34,5,Eastern Islands,47.59571318,63.56057149
No,43.13848239,1,12831,0.540285194,18,3,West,50.50269516,44.15848239
No,49.97981623,0,1977,0.471873023,57,5,Eastern Islands,65.35547258,50.99981623
No,48.31480307,0,10067,0.491898608,43,2,West,52.93460348,49.33480307
No,62.77765749,0,10559,0.485018229,32,2,Eastern Islands,50.02882154,63.79765749
No,45.01900724,0,8567,0.518604237,33,3,Eastern Islands,60.55795511,46.03900724
No,43.63555862,0,15381,0.515764984,37,3,Northern Rim,58.42046951,44.65555862
No,63.73655162,0,9252,0.517764113,52,3,West,55.45274819,64.75655162
No,53.21361957,0,10105,0.492821391,58,4,Eastern Islands,56.91016924,54.23361957
No,59.45055128,0,16479,0.537506452,32,3,Northern Rim,64.69454499,60.47055128
No,52.55358404,0,9215,0.521348599,54,3,Eastern Islands,57.6135628,53.57358404
No,50.26886415,0,7411,0.495459843,36,4,Eastern Islands,38.77661649,51.28886415
No,46.45450698,0,6556,0.502273938,55,2,West,58.01327243,47.47450698
No,32.87950977,0,6923,0.529334066,44,4,Northern Rim,60.63370731,33.89950977
No,56.25951445,0,7079,0.535601671,27,3,Eastern Islands,55.01032964,57.27951445
No,54.21693734,0,10944,0.502765488,58,3,Northern Rim,60.48442761,55.23693734
No,48.7098662,0,8414,0.507321794,58,6,Northern Rim,64.26136875,49.7298662
No,65.29899084,0,12631,0.477760903,61,3,Eastern Islands,55.93952693,66.31899084
No,56.91964948,0,10000,0.529655716,43,3,Eastern Islands,58.44509343,57.93964948
No,52.45069018,0,6157,0.487263618,73,3,West,64.5415806,53.47069018
No,48.10925663,0,13499,0.491862857,41,2,Eastern Islands,68.5441266,49.12925663
No,49.67338709,0,15564,0.518534112,44,4,Eastern Islands,70.85282988,50.69338709
No,61.63288691,0,8283,0.504771031,18,3,Eastern Islands,65.6135157,62.65288691
No,52.37238265,1,10024,0.523831053,39,4,Northern Rim,47.02614881,53.39238265
No,53.15711376,0,14373,0.502256924,38,4,Northern Rim,53.47483302,54.17711376
No,48.94916966,0,7742,0.499702996,51,3,Northern Rim,63.61874484,49.96916966
No,50.18950824,0,9739,0.532087543,78,1,West,55.56698356,51.20950824
No,58.1402946,1,12768,0.515634108,26,3,Northern Rim,78.52056869,59.1602946
No,51.54525997,0,8732,0.524815244,46,3,Eastern Islands,65.22590034,52.56525997
No,39.92927818,0,7867,0.475945174,24,5,Northern Rim,58.39222934,40.94927818
No,54.85945358,0,11331,0.515401487,18,3,West,53.9845123,55.87945358
No,71.62904001,0,6001,0.548047974,32,3,West,61.70182572,72.64904001
No,51.14397256,0,13232,0.516815849,28,5,Eastern Islands,54.28558445,52.16397256
No,64.45073356,0,17028,0.509235683,44,3,Northern Rim,40.11397469,65.47073356
No,48.34679169,0,11317,0.501658403,18,5,Northern Rim,56.51160563,49.36679169
No,48.48679512,0,9220,0.511747916,41,2,Northern Rim,46.35200859,49.50679512
No,49.80562577,0,235,0.53542686,32,5,Northern Rim,71.96380088,50.82562577
No,57.26717226,0,12205,0.54988933,23,3,Northern Rim,56.32146692,58.28717226
No,47.91287873,0,7264,0.513188225,62,2,Northern Rim,69.7240757,48.93287873
No,45.55264633,0,9951,0.505635097,30,5,Eastern Islands,56.05526226,46.57264633
No,35.53462781,0,1916,0.488011412,66,3,Eastern Islands,66.92450269,36.55462781
No,48.66331204,0,10173,0.517844798,53,3,Eastern Islands,58.201192,49.68331204
No,44.37874034,0,10953,0.501375399,37,4,Eastern Islands,63.21522127,45.39874034
No,46.784581,1,10087,0.52699317,45,1,West,68.73856788,47.804581
No,49.81679301,0,6612,0.507414992,55,4,Eastern Islands,54.83957509,50.83679301
No,54.71687904,0,4323,0.505499526,40,5,Northern Rim,42.89257957,55.73687904
No,53.89013573,0,7511,0.513026159,53,3,Northern Rim,62.10176068,54.91013573
No,62.00957385,0,8862,0.55060115,64,2,Northern Rim,55.19594438,63.02957385
No,49.01829963,0,9748,0.524532422,44,4,West,54.51095992,50.03829963
No,48.95392562,0,7240,0.503505619,50,4,West,63.15535646,49.97392562
No,50.23414753,0,12257,0.477437431,38,3,West,51.36609038,51.25414753
No,47.85338237,0,6994,0.481907028,47,3,Northern Rim,60.07649566,48.87338237
No,63.26384366,0,11964,0.501260485,27,4,West,68.25293529,64.28384366
No,45.69048631,0,1867,0.518543703,41,3,Eastern Islands,59.59708853,46.71048631
No,50.68191747,0,7344,0.514791168,18,2,Northern Rim,50.56340573,51.70191747
No,43.95647841,0,9599,0.497440683,35,3,West,53.49175083,44.97647841
No,42.75475894,0,10479,0.533336517,31,4,Northern Rim,55.7109457,43.77475894
No,31.78972155,0,11685,0.463440459,74,2,Eastern Islands,56.79264431,32.80972155
No,57.101553,0,7920,0.520913544,37,2,Eastern Islands,52.94146341,58.121553
No,37.9725355,0,1074,0.527248196,18,2,Eastern Islands,50.2760017,38.9925355
No,53.22624626,0,10471,0.524065595,54,3,West,66.07361875,54.24624626
No,44.75297444,0,10448,0.494085437,43,4,Eastern Islands,68.9730161,45.77297444
No,39.76197835,0,4270,0.497641337,26,5,West,70.06654511,40.78197835
No,45.24251999,0,10002,0.516858428,26,3,West,52.24591273,46.26251999
No,52.47338594,0,4882,0.519731402,31,4,Northern Rim,59.23471615,53.49338594
No,42.3260373,0,9916,0.473654629,33,4,Northern Rim,65.10332513,43.3460373
No,56.21286374,0,10396,0.519702288,47,4,Northern Rim,57.22367114,57.23286374
No,50.23044925,0,5766,0.535629838,43,3,Eastern Islands,61.83814445,51.25044925
No,34.6280784,0,7785,0.505237226,54,4,Eastern Islands,44.57225855,35.6480784
No,42.99698167,0,9169,0.497996546,46,1,Northern Rim,53.89646655,44.01698167
No,34.68968572,0,12335,0.523318569,62,4,Eastern Islands,47.74316672,35.70968572
No,57.43663051,0,14322,0.508396358,18,2,West,64.6929336,58.45663051
No,59.50781937,0,8668,0.513418439,65,3,Northern Rim,52.8912032,60.52781937
No,48.94159951,0,10044,0.531391947,18,4,West,58.75071168,49.96159951
No,41.80761484,0,5630,0.493131297,45,1,Eastern Islands,64.37597075,42.82761484
No,58.39226813,0,6655,0.512283944,50,3,Eastern Islands,43.41887586,59.41226813
No,62.09849115,0,14766,0.528374985,59,5,Northern Rim,48.65812093,63.11849115
No,41.21676268,0,6318,0.488620214,51,5,West,66.72175698,42.23676268
No,53.53713545,0,4298,0.493504004,38,2,Eastern Islands,45.15414195,54.55713545
No,40.12399354,0,9937,0.523348519,23,4,Eastern Islands,60.62578608,41.14399354
No,37.90381381,0,8557,0.506493264,40,5,West,35.10523233,38.92381381
No,41.76646989,0,6320,0.487884824,47,6,Northern Rim,59.10618037,42.78646989
No,47.46518742,1,14105,0.477501368,40,4,Northern Rim,50.18849729,48.48518742
No,31.59439102,0,8383,0.493318586,29,3,Northern Rim,55.41622134,32.61439102
No,48.4514934,0,2952,0.50548462,53,4,Northern Rim,64.78062724,49.4714934
No,48.69240455,0,4176,0.483302924,20,3,Eastern Islands,66.50920713,49.71240455
No,51.3406251,0,6367,0.500012214,28,2,Northern Rim,58.48248939,52.3606251
No,50.99404747,0,13514,0.496903102,57,3,Northern Rim,58.79258909,52.01404747
No,57.51570931,0,11680,0.490106425,54,4,Eastern Islands,63.81137756,58.53570931
No,57.97576159,0,7588,0.521217912,75,3,West,50.53971563,58.99576159
No,52.41066465,0,11709,0.491383,73,5,Eastern Islands,41.42824129,53.43066465
No,52.74861531,0,12364,0.527822696,35,4,West,47.78998391,53.76861531
No,55.82274305,0,10178,0.497508051,42,3,Northern Rim,43.63096136,56.84274305
No,40.89661838,0,2932,0.510707917,24,2,Eastern Islands,56.30003131,41.91661838
No,59.71211802,0,12041,0.552689293,30,3,West,48.69422079,60.73211802
No,57.30754873,0,14536,0.501387464,50,2,Eastern Islands,62.62349673,58.32754873
No,52.87012681,0,10482,0.510031752,46,5,West,59.91354623,53.89012681
No,51.0813003,0,6936,0.504821288,34,3,West,62.40496521,52.1013003
No,45.07764669,0,6710,0.513050117,33,3,Northern Rim,62.09435742,46.09764669
No,47.01320009,0,14847,0.543577396,61,3,Eastern Islands,53.32680822,48.03320009
No,48.14136668,1,10988,0.501979938,18,5,West,47.83914072,49.16136668
No,50.24875114,0,8915,0.503775889,18,3,Eastern Islands,55.4470457,51.26875114
No,39.38330832,0,14211,0.513204525,53,2,West,66.25262351,40.40330832
No,51.89334415,0,13828,0.491926483,43,5,Eastern Islands,60.36070352,52.91334415
No,52.60024509,0,5568,0.491244865,51,3,Northern Rim,60.34371275,53.62024509
No,41.59956744,0,7996,0.5409598,45,5,Eastern Islands,64.71798748,42.61956744
No,41.38436832,0,17100,0.485423371,43,2,West,61.60574187,42.40436832
No,48.04187097,1,7162,0.516697644,55,5,West,60.61250745,49.06187097
No,71.79406925,0,11602,0.496184267,26,2,Northern Rim,61.70945694,72.81406925
No,52.62749586,0,10555,0.522510335,39,3,West,58.64030604,53.64749586
No,46.66997505,0,7562,0.515007508,42,3,Eastern Islands,64.98124609,47.68997505
No,54.95962516,0,6455,0.499706454,59,3,Eastern Islands,59.80686955,55.97962516
No,50.58647291,0,11088,0.542967474,49,5,West,52.48489162,51.60647291
No,44.93338424,0,16566,0.481607403,52,1,Eastern Islands,63.82999468,45.95338424
No,55.05780507,0,10761,0.505161958,69,2,West,47.63001293,56.07780507
No,56.49459904,0,9851,0.503119925,18,4,Eastern Islands,52.38481726,57.51459904
No,46.74611095,0,16143,0.510276709,64,3,Eastern Islands,41.70746821,47.76611095
No,24.81401031,0,8576,0.502342279,31,3,Northern Rim,52.50027197,25.83401031
No,59.13531757,0,11448,0.494630394,39,4,Northern Rim,52.20589559,60.15531757
No,53.00011201,0,13542,0.511363658,40,3,Eastern Islands,65.42110198,54.02011201
No,47.97577814,0,11082,0.510493651,51,3,Northern Rim,50.20665932,48.99577814
No,72.1520821,0,6015,0.493418976,48,3,Eastern Islands,54.29176673,73.1720821
No,60.70303162,0,15417,0.522001495,48,5,West,61.24346638,61.72303162
No,48.23607064,0,17476,0.534947617,30,4,Eastern Islands,61.76622292,49.25607064
No,56.01100408,0,5661,0.526135156,53,2,Eastern Islands,43.88156368,57.03100408
No,55.71588205,0,13240,0.52651872,18,4,Northern Rim,64.5780226,56.73588205
No,47.83859229,0,17777,0.511915427,58,2,West,48.32253261,48.85859229
No,37.42764713,1,6273,0.482829169,32,2,Northern Rim,59.29246824,38.44764713
No,55.5799334,0,10476,0.514803251,45,3,Eastern Islands,53.85419591,56.5999334
No,42.93534597,0,2331,0.540461109,38,4,Northern Rim,55.56106367,43.95534597
No,56.60010908,0,9081,0.47292296,45,4,West,56.47261076,57.62010908
No,54.97307158,0,5672,0.479530873,46,3,West,67.2377813,55.99307158
No,47.59148662,0,10686,0.519103409,62,3,Northern Rim,59.85611976,48.61148662
No,50.56267181,0,6665,0.508796668,45,5,Northern Rim,68.19179714,51.58267181
No,51.45991273,0,15827,0.535843919,35,4,Northern Rim,52.7404048,52.47991273
No,54.50716769,1,7629,0.47827749,50,4,Northern Rim,59.27901184,55.52716769
No,60.85154382,0,6129,0.524435858,43,4,Northern Rim,56.60965924,61.87154382
No,42.26304839,0,8816,0.496784856,54,2,West,70.08766169,43.28304839
No,41.56415915,0,9075,0.539093841,52,4,Northern Rim,50.88351758,42.58415915
No,61.30859332,0,6185,0.554368949,42,4,Northern Rim,52.68012135,62.32859332
No,57.59502373,0,9220,0.486842324,60,2,West,61.9757541,58.61502373
No,62.42130025,0,10737,0.535577052,30,3,West,58.92770501,63.44130025
No,50.69380389,0,2454,0.524034341,56,4,Northern Rim,51.34651936,51.71380389
No,48.38927524,0,8093,0.530288316,32,3,Northern Rim,42.08646938,49.40927524
No,47.99199339,0,11686,0.524545366,46,5,Northern Rim,49.76184108,49.01199339
No,40.60445108,0,11836,0.480265639,63,2,Northern Rim,36.95104446,41.62445108
No,40.47860348,0,8446,0.55154947,41,4,Eastern Islands,59.52139043,41.49860348
No,45.09891717,0,1455,0.473544462,54,3,Northern Rim,51.88689825,46.11891717
No,56.23920087,0,2579,0.500681533,35,3,Eastern Islands,50.67892856,57.25920087
No,58.24921684,0,5253,0.494335781,46,3,Northern Rim,63.47239018,59.26921684
No,51.0388063,0,19595,0.495633067,18,2,Eastern Islands,51.48829235,52.0588063
No,51.35800535,0,10593,0.510471806,40,3,Northern Rim,56.47075596,52.37800535
No,72.65719995,0,9285,0.520091997,42,3,Eastern Islands,58.29980155,73.67719995
No,49.60041048,0,7903,0.521295023,30,3,Eastern Islands,55.30025125,50.62041048
No,64.90679104,0,10341,0.485536336,37,1,West,68.79243799,65.92679104
No,41.84302048,0,8177,0.474389352,60,4,Northern Rim,62.66541737,42.86302048
No,41.10311022,0,4511,0.530538528,36,4,West,45.0584592,42.12311022
No,54.98666697,0,10252,0.463923921,41,3,Northern Rim,58.82433481,56.00666697
No,44.12172701,0,14586,0.514098165,30,3,Northern Rim,60.59269494,45.14172701
No,49.57193653,0,11540,0.504733688,28,4,Northern Rim,60.69317808,50.59193653
No,62.42437891,0,17776,0.511942883,33,3,Northern Rim,49.94199546,63.44437891
No,45.03556987,0,18748,0.488419617,45,5,West,59.25949566,46.05556987
No,62.3301144,0,12740,0.504286109,18,5,West,60.87283847,63.3501144
No,59.17521496,0,10810,0.534837609,44,4,Eastern Islands,45.64035386,60.19521496
No,49.68008371,0,17246,0.528350721,64,1,Northern Rim,50.37745708,50.70008371
No,51.48395767,1,9860,0.506808039,69,4,Eastern Islands,48.11074099,52.50395767
No,39.76372935,0,11736,0.470959422,44,4,Northern Rim,50.04524154,40.78372935
No,43.4966286,0,13519,0.54125133,33,6,West,55.08873685,44.5166286
No,43.97551905,0,6117,0.521462656,45,5,West,59.04052446,44.99551905
No,45.35871475,0,10715,0.52157302,64,2,West,47.27244516,46.37871475
No,62.45576135,0,3805,0.498995981,37,4,Eastern Islands,54.10608703,63.47576135
No,56.85134748,0,10074,0.513788288,27,5,Northern Rim,54.33354081,57.87134748
